Biomolecule,Algorithm,PVal
C15H10O7[M]+,Truth,0.954464644116451
C15H10O7[M]+,Clara,0.79516992157135
C15H10O7[M]+,KCC,0.995417215999946
C15H10O7[M]+,KMeans,0.995417215999946
C15H10O7[M]+,Recolorize,0.739630149712847
C15H10O7[M]+,Supercells,0.508358136394926
C15H10O7[M]+,Binning,0.734857336135559
C15H10O7[M]+,MultiOtsu,0.995417215999946
C15H10O7[M]+,PyTorch,0.954464644116451
C8H12O6[M]+,Truth,0.61552799533573
C8H12O6[M]+,Clara,0.835440679730707
C8H12O6[M]+,KCC,0.823421939087634
C8H12O6[M]+,KMeans,0.823421939087634
C8H12O6[M]+,Recolorize,0.52681812130177
C8H12O6[M]+,Supercells,0.559955492084899
C8H12O6[M]+,Binning,0.730371135002007
C8H12O6[M]+,MultiOtsu,0.496176987967689
C8H12O6[M]+,PyTorch,0.637422302694506
C7H12O6[M]+,Truth,0.104681628126821
C7H12O6[M]+,Clara,0.899064341741709
C7H12O6[M]+,KCC,0.890885141104058
C7H12O6[M]+,KMeans,0.890885141104058
C7H12O6[M]+,Recolorize,0.895262141082044
C7H12O6[M]+,Supercells,0.994754273938937
C7H12O6[M]+,Binning,0.481449212327995
C7H12O6[M]+,MultiOtsu,0.628776249279219
C7H12O6[M]+,PyTorch,0.0900730645681441
C10H16N4O4[M]+,Truth,0.107494584190401
C10H16N4O4[M]+,Clara,0.360394639031858
C10H16N4O4[M]+,KCC,0.355441809232402
C10H16N4O4[M]+,KMeans,0.355441809232402
C10H16N4O4[M]+,Recolorize,0.0133003959985097
C10H16N4O4[M]+,Supercells,0.0430748238622427
C10H16N4O4[M]+,Binning,0.0484434961064727
C10H16N4O4[M]+,MultiOtsu,0.31852992540236
C10H16N4O4[M]+,PyTorch,0.0118369016100424
C8H14OS2[M]+,Truth,0.634682699887864
C8H14OS2[M]+,Clara,0.196280959789789
C8H14OS2[M]+,KCC,0.323627630168491
C8H14OS2[M]+,KMeans,0.323627630168491
C8H14OS2[M]+,Recolorize,0.458538542628227
C8H14OS2[M]+,Supercells,0.492222362593256
C8H14OS2[M]+,Binning,0.987748714357485
C8H14OS2[M]+,MultiOtsu,0.581021702655807
