Biomolecule,Algorithm,PVal
C7H12O6[M]+,KCC,0.195712174977529
C7H12O6[M]+,KMeans,0.195712174977529
C7H12O6[M]+,Recolorize,0.690347724178385
C7H12O6[M]+,Supercells,0.0535202405676298
C7H12O6[M]+,Binning,0.920113863282698
C7H12O6[M]+,MultiOtsu,0.140764723367979
C7H12O6[M]+,PyTorch,0.00596949571438447
C10H16N4O4[M]+,Truth,1.33178599248232e-05
C10H16N4O4[M]+,Clara,0.00402960215316796
C10H16N4O4[M]+,KCC,0.000787697700185407
C10H16N4O4[M]+,KMeans,0.000787697700185407
C10H16N4O4[M]+,Recolorize,0.00150068480426212
C10H16N4O4[M]+,Supercells,0.226937083437817
C10H16N4O4[M]+,Binning,0.00257920990956734
C10H16N4O4[M]+,MultiOtsu,0.000864830251861669
C10H16N4O4[M]+,PyTorch,0.0100060321031751
C8H14OS2[M]+,Truth,0.262961082085122
C8H14OS2[M]+,Clara,0.749694559751526
C8H14OS2[M]+,KCC,0.344987986109125
