Counts,Freq,Cluster,Image
True Negative,1775063,6,KPMP_uS-X002Y021_Annotations
True Positive,213186,6,KPMP_uS-X002Y021_Annotations
False Negative,298495,1,KPMP_uS-X003Y006_Annotations
False Positive,320129,1,KPMP_uS-X003Y006_Annotations
True Negative,648723,1,KPMP_uS-X003Y006_Annotations
True Positive,806253,1,KPMP_uS-X003Y006_Annotations
False Negative,301940,2,KPMP_uS-X003Y006_Annotations
False Positive,215685,2,KPMP_uS-X003Y006_Annotations
True Negative,1028938,2,KPMP_uS-X003Y006_Annotations
True Positive,527037,2,KPMP_uS-X003Y006_Annotations
False Negative,50249,3,KPMP_uS-X003Y006_Annotations
False Positive,114870,3,KPMP_uS-X003Y006_Annotations
True Negative,1818855,3,KPMP_uS-X003Y006_Annotations
True Positive,89626,3,KPMP_uS-X003Y006_Annotations
